4	-1.629601	0.000000
5	0.764640	0.000000
6	-3.045049	0.005002
7	1.464484	0.010322
8	-1.613639	0.015630
9	0.760453	0.020911
4	-1.636405	0.026199
5	0.753560	0.042690
6	-3.056992	0.047703
7	1.442230	0.053020
8	-1.619792	0.058339
9	0.749736	0.063368
4	-1.641901	0.068689
5	0.740733	0.085288
6	-3.065022	0.090283
7	1.419237	0.095584
8	-1.625102	0.100872
9	0.738189	0.106161
4	-1.647652	0.111161
5	0.728834	0.127684
6	-3.077155	0.132992
7	1.395235	0.138013
8	-1.630865	0.143293
9	0.725343	0.148558
4	-1.653417	0.153815
5	0.718622	0.170201
6	-3.085862	0.175450
7	1.376186	0.180711
8	-1.637655	0.185979
9	0.714431	0.191239
4	-1.659415	0.196492
5	0.707753	0.212882
6	-3.098393	0.218147
7	1.353207	0.223431
8	-1.642414	0.228432
9	0.703740	0.233733
4	-1.664460	0.239005
5	0.695355	0.255432
6	-3.108400	0.260696
7	1.330734	0.265969
8	-1.647034	0.271249
9	0.691586	0.276506
4	-1.670492	0.281755
5	0.683093	0.298158
6	-3.120189	0.303442
7	1.307223	0.308723
8	-1.652477	0.313727
9	0.679465	0.319020
4	-1.675132	0.324288
5	0.672403	0.340683
6	-3.129509	0.345947
7	1.287501	0.351204
8	-1.659191	0.356457
9	0.668173	0.361717
4	-1.680735	0.366982
5	0.661078	0.383376
6	-3.137966	0.388672
7	1.262908	0.393994
8	-1.663728	0.399010
9	0.657258	0.404335
4	-1.685698	0.409666
5	0.648279	0.426130
6	-3.146737	0.431126
7	1.240363	0.436434
8	-1.668201	0.441743
9	0.643141	0.447012
4	-1.691547	0.452312
5	0.636356	0.468775
6	-3.158937	0.473779
7	1.219220	0.479063
8	-1.672657	0.484408
9	0.632785	0.489689
4	-1.695972	0.494953
5	0.625997	0.511352
6	-3.167887	0.516609
7	1.196797	0.521865
8	-1.678892	0.527133
9	0.621951	0.532406
4	-1.701045	0.537711
5	0.613589	0.554090
6	-3.176549	0.559354
7	1.172099	0.564631
8	-1.683619	0.569939
9	0.610511	0.574947
4	-1.705470	0.580216
5	0.600951	0.596623
6	-3.185051	0.601891
7	1.148124	0.607140
8	-1.688285	0.612432
9	0.595918	0.617697
4	-1.710880	0.622969
5	0.589914	0.639417
6	-3.194969	0.644725
7	1.127587	0.649982
8	-1.692472	0.654994
9	0.585196	0.660251
4	-1.715720	0.665503
5	0.578866	0.681875
6	-3.204356	0.687139
7	1.106711	0.692432
8	-1.697402	0.697431
9	0.574620	0.702704
4	-1.719892	0.707977
5	0.565586	0.724464
6	-3.211549	0.729780
7	1.080506	0.734760
8	-1.702016	0.740057
9	0.562875	0.745365
4	-1.724050	0.750674
5	0.553599	0.767092
6	-3.221751	0.772337
7	1.056807	0.777610
8	-1.706562	0.782894
9	0.548270	0.787855
4	-1.729091	0.793123
5	0.542266	0.809514
6	-3.228365	0.814790
7	1.035030	0.820070
8	-1.710732	0.825356
9	0.537610	0.830624
4	-1.733523	0.835580
5	0.531221	0.852011
6	-3.237403	0.857303
7	1.014054	0.862624
8	-1.714890	0.867925
9	0.526552	0.872905
4	-1.737750	0.878186
5	0.517879	0.894557
6	-3.244534	0.899858
7	0.987230	0.905154
8	-1.719063	0.910427
9	0.515206	0.915383
4	-1.741333	0.920663
5	0.505591	0.937054
6	-3.253723	0.942327
7	0.963714	0.947587
8	-1.723206	0.952869
9	0.500503	0.958132
4	-1.745565	0.963393
5	0.494566	0.979811
6	-3.261908	0.985091
7	0.943468	0.990372
8	-1.727505	0.995356
9	0.489175	1.000621
4	-1.750095	1.005890
5	0.483091	1.022292
6	-3.266924	1.027577
7	0.921278	1.032862
8	-1.730893	1.038134
9	0.478222	1.043110
4	-1.753624	1.048382
5	0.469306	1.064773
6	-3.274456	1.070074
7	0.895255	1.075375
8	-1.734555	1.080374
9	0.466168	1.085631
4	-1.757234	1.090900
5	0.456956	1.107338
6	-3.283425	1.112650
7	0.870364	1.117643
8	-1.738751	1.122896
9	0.451682	1.128160
4	-1.761280	1.133440
5	0.445697	1.149844
6	-3.288868	1.155116
7	0.848732	1.160392
8	-1.743105	1.165658
9	0.440524	1.170922
4	-1.765378	1.176206
5	0.434501	1.192640
6	-3.296548	1.197894
7	0.826719	1.202865
8	-1.745909	1.208139
9	0.429256	1.213407
4	-1.768527	1.218672
5	0.420766	1.235103
6	-3.302344	1.240379
7	0.800517	1.245655
8	-1.748944	1.250968
9	0.416424	1.256232
4	-1.772244	1.261188
5	0.408168	1.277608
6	-3.309155	1.282900
7	0.776696	1.288173
8	-1.752630	1.293453
9	0.403307	1.298705
4	-1.775427	1.303954
5	0.396798	1.320381
6	-3.316680	1.325629
7	0.754807	1.330901
8	-1.757110	1.336170
9	0.391665	1.341431
4	-1.779030	1.346407
5	0.385137	1.362951
6	-3.321932	1.368279
7	0.730848	1.373300
8	-1.759620	1.378636
9	0.379987	1.383977
4	-1.781891	1.389001
5	0.371134	1.405620
6	-3.329271	1.410640
7	0.706349	1.415973
8	-1.762214	1.421001
9	0.366445	1.426313
4	-1.785515	1.431646
5	0.358491	1.448077
6	-3.336664	1.453345
7	0.682645	1.458609
8	-1.764980	1.463858
9	0.353520	1.469119
4	-1.787970	1.474415
5	0.347221	1.490853
6	-3.341802	1.496139
7	0.660377	1.501408
8	-1.769178	1.506687
9	0.342119	1.511956
4	-1.791285	1.517233
5	0.334725	1.533607
6	-3.345688	1.538880
7	0.633807	1.544149
8	-1.772044	1.549428
9	0.330644	1.554721
4	-1.793657	1.559741
5	0.321326	1.576433
6	-3.351155	1.581408
7	0.608480	1.586681
8	-1.774528	1.591945
9	0.314968	1.597215
4	-1.797209	1.602483
5	0.309093	1.618854
6	-3.356129	1.624106
7	0.587425	1.629359
8	-1.776338	1.634668
9	0.303776	1.639927
4	-1.799818	1.644872
5	0.297556	1.661579
6	-3.362003	1.666840
7	0.565224	1.672120
8	-1.779702	1.677388
9	0.292158	1.682661
4	-1.802352	1.687921
5	0.284000	1.704332
6	-3.367618	1.709637
7	0.537582	1.714937
8	-1.782377	1.719941
9	0.280542	1.725238
4	-1.804231	1.730486
5	0.271268	1.746973
6	-3.370519	1.752262
7	0.511873	1.757261
8	-1.784935	1.762519
9	0.265040	1.767787
4	-1.807688	1.773064
5	0.259366	1.789486
6	-3.373612	1.794775
7	0.491538	1.800056
8	-1.787153	1.805344
9	0.253685	1.810312
4	-1.809953	1.815597
5	0.247645	1.831983
6	-3.380779	1.837279
7	0.468142	1.842525
8	-1.789332	1.847805
9	0.242052	1.853109
4	-1.812177	1.858081
5	0.233724	1.874788
6	-3.386124	1.880061
7	0.441172	1.885018
8	-1.791425	1.890282
9	0.230119	1.895543
4	-1.814142	1.900786
5	0.221031	1.917182
6	-3.389498	1.922463
7	0.415089	1.927723
8	-1.794169	1.932987
9	0.215201	1.938256
4	-1.815892	1.943533
5	0.209327	1.959927
6	-3.392788	1.965245
7	0.393672	1.970225
8	-1.796296	1.975529
9	0.203307	1.980782
4	-1.818345	1.986070
5	0.197671	2.002477
6	-3.394450	2.007721
7	0.370658	2.013002
8	-1.797688	2.018314
9	0.191693	2.023615
4	-1.820138	2.028607
5	0.183315	2.045138
6	-3.401636	2.050455
7	0.344653	2.055719
8	-1.799210	2.060983
9	0.178134	2.066236
4	-1.822207	2.071525
5	0.170398	2.087908
6	-3.405524	2.093164
7	0.319803	2.098448
8	-1.801105	2.103749
9	0.164652	2.109013
4	-1.823421	2.114002
5	0.158997	2.130669
6	-3.403920	2.135633
7	0.297673	2.140910
8	-1.803720	2.146182
9	0.152848	2.151455
4	-1.825686	2.156719
5	0.146890	2.173094
6	-3.407291	2.178379
7	0.271614	2.183631
8	-1.804977	2.188927
9	0.141103	2.193908
4	-1.826578	2.199156
5	0.132611	2.215840
6	-3.413328	2.220875
7	0.245347	2.226164
8	-1.805902	2.231465
9	0.126708	2.236745
4	-1.828561	2.241726
5	0.119998	2.258192
6	-3.415628	2.263493
7	0.222786	2.268814
8	-1.807037	2.273798
9	0.113966	2.279098
4	-1.829904	2.284415
5	0.108194	2.300890
6	-3.419064	2.306179
7	0.200362	2.311163
8	-1.809421	2.316419
9	0.101919	2.321688
4	-1.831015	2.326952
5	0.095785	2.343409
6	-3.418125	2.348736
7	0.174248	2.353764
8	-1.810382	2.359108
9	0.090170	2.364414
4	-1.832023	2.369426
5	0.082145	2.385900
6	-3.423074	2.391210
7	0.149000	2.396202
8	-1.811140	2.401494
9	0.075438	2.406803
4	-1.833413	2.412083
5	0.069387	2.428586
6	-3.421081	2.433590
7	0.125949	2.438883
8	-1.811746	2.444167
9	0.063403	2.449448
4	-1.834338	2.454732
5	0.057609	2.470998
6	-3.426743	2.476324
7	0.103407	2.481612
8	-1.813581	2.486893
9	0.051360	2.491893
4	-1.835821	2.497185
